,Link,Text,Label
0,https://t.me/nrpublic/16263,"Україна вважає це подальшою ескалацією Росії, додав Кулеба.",True
1,https://t.me/nrpublic/16264,Франція закликала всіх співвітчизників негайно залишити територію України,True
2,https://t.me/nrpublic/16272,Зеленський: Україна не становить загрози для Росії Цього не буде,True
3,https://t.me/nrpublic/16290,ВМС України переведено в бойову готовність в Одеському порту,True
4,https://t.me/nrpublic/16291,"На тлі виступу Зеленського CNN повідомляє, що Росія закриває повітряний простір на кордоні з Україною для цивільних літаків. До 18 травня.",True
5,https://t.me/nrpublic/16295,"Екстрене засідання РБ ООН щодо України призначено на 5.30 у Москві, повідомило російське постпредство.",True
6,https://t.me/nrpublic/16301,Небо над Україною закрите для цивільної авіації,True
7,https://t.me/nrpublic/16315,Білорусь атакує Україну - повідомляє прикордонна служба України,True
8,https://t.me/nrpublic/16316,"Джонсон заявив Зеленському, що сподівається на надання Україною спротиву",True
9,https://t.me/nrpublic/16317,"У всіх районах Курської області, які межують з Україною, школярів переводять на дистанційне навчання",True
10,https://t.me/nrpublic/16322,CNN: Білоруські війська приєднуються до російських військ у нападі на Україну,True
11,https://t.me/nrpublic/16326,"Генштаб України повідомляє про завдання ракетно-бомбових ударів по аеропортах у п'яти містах: Бориспіль, Озерний, Кульбакін (Миколаїв), Чугуїв, Краматорськ, Чорнобаївка (Херсон).",True
12,https://t.me/nrpublic/16327,"У Луганській області України оголошено загальну евакуацію. Пункти збору – на вокзалах Лисичанськ, Рубіжне, Сватів.",True
13,https://t.me/nrpublic/16328,CNN: танки входять на територію України з боку Білорусії,True
14,https://t.me/nrpublic/16330,"Повідомляють, що українські ППО підбили російський військовий літак на сході України",True
15,https://t.me/nrpublic/16333,"МНС України повідомляє, що окупанти захопили два села — Мілове та Городище у Луганській області.",True
16,https://t.me/nrpublic/16334,"Шольц провів телефонну розмову із Зеленським, висловив солідарність із Україною",True
17,https://t.me/nrpublic/16335,Путін сподівається на підтримку росіян у війні з Україною,True
18,https://t.me/nrpublic/16336,Оновлена ​​карта атакованих міст в Україні,True
19,https://t.me/nrpublic/16338,"Українські військові стверджують, що збили 5 літаків та 1 вертоліт у Луганській області.",True
20,https://t.me/nrpublic/16345,На всій території України введено військовий стан,True
21,https://t.me/nrpublic/16348,"Українські ЗМІ повідомляють, що київське метро пускає всіх безкоштовно, станції використовують як бомбосховища",True
22,https://t.me/nrpublic/16350,Німеччина закликала Росію негайно зупинити військову операцію проти України,True
23,https://t.me/nrpublic/16367,"МЗС Польщі закликало всіх польських громадян, які перебувають в Україні, терміново залишити країну",True
24,https://t.me/nrpublic/16372,Підтверджуються перші жертви серед мирного населення України,True
25,https://t.me/nrpublic/16396,МВС України повідомляє про загибель прикордонника у населеному пункті Преображенка у Херсонській області.,True
26,https://t.me/nrpublic/16402,"ЗМІ повідомляють про проблеми з операціями кількох банків в Україні, не можна зняти гроші, не проходять платежі",True
27,https://t.me/nrpublic/16403,"Посол України в Анкарі заявив, що Київ просить Туреччину закрити протоки Босфор та Дарданелли для Росії",True
28,https://t.me/nrpublic/16407,МЗС Литви закликає громадян негайно залишити Україну,True
29,https://t.me/nrpublic/16420,"Полковник ДНР Басурин: українські військові зброю не склали, угруповання велике, ситуація складна, закликав українців просити своїх родичів в армії скласти зброю",True
30,https://t.me/nrpublic/16433,Українська прем'єр-ліга оголосила про зупинення чемпіонату країни з футболу,True
31,https://t.me/nrpublic/16436,"МЗС Британії про військову допомогу НАТО: Україна не член НАТО, але ми допомагатимемо їм у самозахисті",True
32,https://t.me/nrpublic/16439,Мирному населенню України нічого не загрожує - Міністерство оборони Росії,True
33,https://t.me/nrpublic/16441,МЗС КНР: Росія не потребує військової підтримки Китаю під час військової операції в Україні.,True
34,https://t.me/nrpublic/16451,"Українські прикордонники стверджують, що російські танки, вторгаючись до населених пунктів Луганської області, виставили попереду автомобілі із символікою ОБСЄ.",True
35,https://t.me/nrpublic/16452,Поліція України видасть зброю ветеранам МВС,True
36,https://t.me/nrpublic/16465,"Сухопутні війська України повідомляють, що в районі Краматорська збитий шостий російський літак",True
37,https://t.me/nrpublic/16472,МЗС Білорусії рекомендувало громадянам країни залишити Україну,True
38,https://t.me/nrpublic/16474,Меладзе вийшов в ефір і закликав припинити війну Росії та України,True
39,https://t.me/nrpublic/16477,Українська армія підбила ще чотири російські танки під Харковом,True
40,https://t.me/nrpublic/16485,"Громадянська авіація не літає над Україною та півднем Росії, повідомляє Росавіація.",True
41,https://t.me/nrpublic/16486,"Максим Галкін закликав зупинити війну ""З раннього ранку на зв'язку з рідними та друзями з України! Не передати словами, що я відчуваю! Як це все можливо! Не може бути виправдань війні! Ні війні!""",True
42,https://t.me/nrpublic/16495,"За даними Держприкордонслужби України, російська військова техніка порушила український кордон у Чернігівській, Сумській, Луганській, Харківській областях",True
43,https://t.me/nrpublic/16496,"Президент Литви Гітанас Науседа заявив, що виступить із пропозицією надати Україні статус кандидата на вступ до ЄС, передає Bloomberg.",True
44,https://t.me/nrpublic/16498,"Жителі Ростова-на-Дону повідомляють про різкий стрибок вартості іноземної валюти на тлі війни, що почалася в Україні У банку ""Фінам"" долар уже продають по 150 рублів, а євро по 200 рублів.",True
45,https://t.me/nrpublic/16507,"Зеленський: Військові сили України ведуть важкі бої, противник зазнає втрат і їх буде ще більше.",True
46,https://t.me/nrpublic/16511,"Зеленський: Громадяни Росії самі вибиратимуть яким шляхом вони, кожен сам за себе. Час вийти та заявити протести проти цієї війни. Проти війни з Україною",True
47,https://t.me/nrpublic/16513,"Зеленський: Ми знімемо санкції з усіх громадян України рішенням РНБО, які готові зі зброєю в руках захищати нашу державу у складі тероборони",True
48,https://t.me/nrpublic/16519,Україна на кордоні з Білоруссю закрила всі прикордонні переходи,True
49,https://t.me/nrpublic/16522,"Володін: демілітаризація України — єдиний шлях для запобігання війні в Європі, що залишився.",True
50,https://t.me/nrpublic/16523,Володін: депутати Держдуми підтримують війну в Україні,True
51,https://t.me/nrpublic/16525,"Збройні сили України повідомляють, що Маріуполь та Щастя повернули під повний контроль",True
52,https://t.me/nrpublic/16534,"Спікер Держдуми В'ячеслав Володін звернувся до громадян України із закликом не брати участь у мобілізації та попросити своїх близьких, які служать у збройних силах України, скласти зброю.",True
53,https://t.me/nrpublic/16545,"НАТО заявила, що розгортає додаткові оборонні сили на східному напрямку через конфлікт в Україні",True
54,https://t.me/nrpublic/16551,"В офісі президента України заявили, що запасу продуктів у мережевих магазинах вистачить на 15-20 днів",True
55,https://t.me/nrpublic/16554,"В Україні закрито більшість морських портів, повідомив міністр.",True
56,https://t.me/nrpublic/16556,"Німеччина закликає Росію негайно вивести війська з України, заявив Шольц.",True
57,https://t.me/nrpublic/16559,НАТО: Росія заплатить дуже високу економічну та політичну ціну за агресію проти України,True
58,https://t.me/nrpublic/16566,"У центр Москви стягнуто велику кількість співробітників 2СПП та ОМОНу, щоб уникнути мітингів через війну з Україною.",True
59,https://t.me/nrpublic/16573,Лідери G7 зберуть саміт по Україні найближчим часом,True
60,https://t.me/nrpublic/16581,МВС України повідомило про захоплення російського диверсанта під Гостомелем,True
61,https://t.me/nrpublic/16584,"Генсек НАТО підтвердив, що скликав онлайн-саміт щодо України на - увага - 25 лютого",True
62,https://t.me/nrpublic/16592,"Росія зачинила двері для політичного вирішення ситуації навколо України, вважає генсек НАТО Столтенберг.",True
63,https://t.me/nrpublic/16596,Коментарі у спільноті відключені до врегулювання ситуації між Росією та Україною,True
64,https://t.me/nrpublic/16600,"НАТО продовжуватиме спроби контактувати з Росією для деконфліктації, заявив Столтенберг. Він також повідомив, що запросив Фінляндію та Швецію на завтрашній онлайн-саміт щодо України",True
65,https://t.me/nrpublic/16601,"Країни НАТО змусять Росію заплатити велику ціну за операцію в Україні, про економічні санкції - генсек НАТО Столтенберг",True
66,https://t.me/nrpublic/16605,"В Україні не залишилося американських дипломатів, планів щодо повернення їх до країни поки немає, передає CNN.",True
